Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2227.58,kWh,2940.4056,12/1/2013 0:00,12/31/2013 0:00,CoM,575.17,1652.41
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,32169.62,kWh,42463.8984,7/1/2013 0:00,7/31/2013 0:00,CoM,16338.26,15831.36
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7019.15,kWh,9265.278,8/1/2013 0:00,8/31/2013 0:00,CoM,2415.29,4603.86
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6800,kWh,8976,9/1/2013 0:00,9/30/2013 0:00,CoM,2400,4400
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,7160.32,kWh,9451.6224,10/1/2013 0:00,10/31/2013 0:00,CoM,2748.96,4411.36
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,15848.88,kWh,20920.5216,11/1/2013 0:00,11/30/2013 0:00,CoM,6769.48,9079.4
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4576.76,kWh,6041.3232,7/1/2013 0:00,7/31/2013 0:00,CoM,1514.06,3062.7
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4378.9,kWh,5780.148,8/1/2013 0:00,8/31/2013 0:00,CoM,1345.33,3033.57
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4178.9,kWh,5516.148,9/1/2013 0:00,9/30/2013 0:00,CoM,1211.87,2967.03
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4323.88,kWh,5707.5216,10/1/2013 0:00,10/31/2013 0:00,CoM,1277.43,3046.45
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3828.75,kWh,5053.95,11/1/2013 0:00,11/30/2013 0:00,CoM,1030.8,2797.95
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8951.69,kWh,11816.2308,7/1/2013 0:00,7/31/2013 0:00,CoM,3886.07,5065.62
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8970.02,kWh,11840.4264,8/1/2013 0:00,8/31/2013 0:00,CoM,3614.15,5355.87
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8633.91,kWh,11396.7612,9/1/2013 0:00,9/30/2013 0:00,CoM,3491.18,5142.73
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7798.05,kWh,10293.426,10/1/2013 0:00,10/31/2013 0:00,CoM,3330.14,4467.91
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7662.05,kWh,10113.906,11/1/2013 0:00,11/30/2013 0:00,CoM,3238.23,4423.82
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9413,kWh,12463.23506,6/13/2013 0:00,9/9/2013 0:00,CoM,9413,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,5430,kWh,7167.6,9/10/2013 0:00,12/9/2013 0:00,CoM,5430,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9731.95,kWh,12846.174,7/1/2013 0:00,7/31/2013 0:00,CoM,4407.07,5324.88
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,10941.94,kWh,14443.3608,8/1/2013 0:00,8/31/2013 0:00,CoM,4851.34,6090.6
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,12617.1,kWh,16654.572,9/1/2013 0:00,9/30/2013 0:00,CoM,5761.74,6855.36
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9404.86,kWh,12414.4152,10/1/2013 0:00,10/31/2013 0:00,CoM,4227.17,5177.69
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9259.9,kWh,12223.068,11/1/2013 0:00,11/30/2013 0:00,CoM,4008.01,5251.89
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1097.96,kWh,1470.534427,4/5/2013 0:00,7/3/2013 0:00,CoM,594.19,503.77
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1045,kWh,1379.4,7/4/2013 0:00,10/1/2013 0:00,CoM,568.87,476.13
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,252.13,kWh,332.8116,10/2/2013 0:00,1/2/2014 0:00,CoM,130.16,121.97
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9486.65,kWh,12522.378,7/1/2013 0:00,7/31/2013 0:00,CoM,9486.65,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,87031.15,kWh,114881.118,8/1/2013 0:00,8/31/2013 0:00,CoM,87031.15,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,50161.9,kWh,66213.708,9/1/2013 0:00,9/30/2013 0:00,CoM,50161.9,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,46660.86,kWh,61592.3352,10/1/2013 0:00,10/31/2013 0:00,CoM,46660.86,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,46103.59,kWh,60856.7388,11/1/2013 0:00,11/30/2013 0:00,CoM,46103.59,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,54482.9,kWh,71917.428,12/1/2013 0:00,12/31/2013 0:00,CoM,54482.9,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,48764.73,kWh,64369.4436,1/1/2014 0:00,1/31/2014 0:00,CoM,48764.73,0
Engineering Services,Information - Princes Bridge Pillar,Electricity,Electricity,5534,kWh,7368.828444,5/10/2013 0:00,8/7/2013 0:00,CoM,5154,7604
Engineering Services,Information - Princes Bridge Pillar,Electricity,Electricity,11350,kWh,14982,8/8/2013 0:00,11/4/2013 0:00,CoM,4304,7046
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,38.08,kWh,50.2656,7/23/2013 0:00,8/14/2013 0:00,CoM,19.48,18.6
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,43.47,kWh,57.3804,10/18/2013 0:00,11/15/2013 0:00,CoM,20.89,22.58
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,59.47,kWh,78.92018824,6/19/2013 0:00,7/22/2013 0:00,CoM,28.84,30.63
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,47.97,kWh,63.3204,8/15/2013 0:00,9/13/2013 0:00,CoM,22.93,25.04
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,62.12,kWh,81.9984,9/14/2013 0:00,10/17/2013 0:00,CoM,32.55,29.57
Engineering Services,Pumping Station - Grant Street,Electricity,Electricity,0,kWh,0,10/29/2013 0:00,1/29/2014 0:00,CoM,0,0
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,48.33,kWh,63.7956,11/16/2013 0:00,12/16/2013 0:00,CoM,22.58,25.75
Engineering Services,Pumping Station - Dudley Street,Electricity,Electricity,10002.6,kWh,13386.08817,4/8/2013 0:00,7/8/2013 0:00,CoM,10002.6,0
Engineering Services,Pumping Station - Grant Street,Electricity,Electricity,210,kWh,277.2,7/31/2013 0:00,10/28/2013 0:00,CoM,210,0
Engineering Services,Pumping Station - Grant Street,Electricity,Electricity,140,kWh,186.6769231,5/1/2013 0:00,7/30/2013 0:00,CoM,140,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,15074.93,kWh,19959.88484,6/13/2013 0:00,9/9/2013 0:00,CoM,5489.41,9585.52
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,15842.92,kWh,20912.6544,9/10/2013 0:00,12/9/2013 0:00,CoM,6324.02,9518.9
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3628.38,kWh,4804.138193,6/13/2013 0:00,9/9/2013 0:00,CoM,1559.5,2068.88
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4302.26,kWh,5678.9832,9/10/2013 0:00,12/9/2013 0:00,CoM,1843.07,2459.19
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,15933.47,kWh,21096.63039,6/13/2013 0:00,9/9/2013 0:00,CoM,4829.23,11104.24
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,12481.3,kWh,16475.316,9/10/2013 0:00,12/9/2013 0:00,CoM,2944.26,9537.04
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6312.45,kWh,8357.967506,6/13/2013 0:00,9/9/2013 0:00,CoM,2148.53,4163.92
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4859.1,kWh,6414.012,9/10/2013 0:00,12/9/2013 0:00,CoM,1208.86,3650.24
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2012.34,kWh,2656.2888,10/16/2013 0:00,11/14/2013 0:00,CoM,2012.34,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2258.55,kWh,2981.286,9/14/2013 0:00,10/15/2013 0:00,CoM,2258.55,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1726.25,kWh,2296.469355,6/15/2013 0:00,7/15/2013 0:00,CoM,1726.25,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2394.29,kWh,3160.4628,11/15/2013 0:00,12/13/2013 0:00,CoM,2394.29,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2404.3,kWh,3173.676,8/15/2013 0:00,9/13/2013 0:00,CoM,2404.3,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2449.49,kWh,3233.3268,7/16/2013 0:00,8/14/2013 0:00,CoM,2449.49,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1020,kWh,1356.6,6/15/2013 0:00,7/16/2013 0:00,CoM,0,1020
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,890,kWh,1174.8,7/17/2013 0:00,8/14/2013 0:00,CoM,0,890
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,876.81,kWh,1157.3892,9/14/2013 0:00,10/15/2013 0:00,CoM,59.88,816.93
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,631.89,kWh,834.0948,11/15/2013 0:00,12/13/2013 0:00,CoM,124.69,507.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,789.31,kWh,1041.8892,10/16/2013 0:00,11/14/2013 0:00,CoM,175.09,614.22
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,850,kWh,1122,8/15/2013 0:00,9/13/2013 0:00,CoM,0,850
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,620,kWh,826.3302326,5/7/2013 0:00,7/31/2013 0:00,CoM,300,320
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,610,kWh,805.2,8/1/2013 0:00,10/28/2013 0:00,CoM,290,320
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1879.42,kWh,2480.8344,9/5/2013 0:00,12/4/2013 0:00,CoM,1879.42,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2020.15,kWh,2677.039225,6/8/2013 0:00,9/4/2013 0:00,CoM,2020.15,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2360.86,kWh,3126.647002,6/12/2013 0:00,9/6/2013 0:00,CoM,2360.86,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2584.71,kWh,3411.8172,9/7/2013 0:00,12/6/2013 0:00,CoM,2584.71,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,15402.26,kWh,20398.25744,6/12/2013 0:00,9/6/2013 0:00,CoM,15402.26,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,14466.81,kWh,19096.1892,9/7/2013 0:00,12/6/2013 0:00,CoM,14466.81,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1624.8,kWh,2144.736,7/15/2013 0:00,8/14/2013 0:00,CoM,700.6,924.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1465.4,kWh,1934.328,10/15/2013 0:00,11/14/2013 0:00,CoM,709.6,755.8
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1856.64,kWh,2468.643556,6/18/2013 0:00,7/14/2013 0:00,CoM,729.86,1126.78
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6600.2,kWh,8712.264,8/15/2013 0:00,9/15/2013 0:00,CoM,3285,3315.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,793.6,kWh,1047.552,11/15/2013 0:00,12/10/2013 0:00,CoM,249.8,543.8
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2436.4,kWh,3216.048,9/16/2013 0:00,10/14/2013 0:00,CoM,1308.4,1128
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2856.44,kWh,3785.735147,6/7/2013 0:00,9/4/2013 0:00,CoM,815.18,2041.26
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2879.38,kWh,3800.7816,9/5/2013 0:00,12/4/2013 0:00,CoM,1233.98,1645.4
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2612.25,kWh,3448.17,9/5/2013 0:00,12/4/2013 0:00,CoM,612.72,1999.53
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3217.08,kWh,4263.70336,6/7/2013 0:00,9/4/2013 0:00,CoM,975.66,2241.42
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6376.06,kWh,8416.3992,9/5/2013 0:00,12/4/2013 0:00,CoM,1468.75,4907.31
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7548.77,kWh,10004.63651,6/7/2013 0:00,9/4/2013 0:00,CoM,2259.79,5288.98
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,295.39,kWh,395.123828,4/10/2013 0:00,7/11/2013 0:00,CoM,295.39,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,262.62,kWh,346.6584,7/12/2013 0:00,10/9/2013 0:00,CoM,262.62,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2866.15,kWh,3783.318,9/10/2013 0:00,12/9/2013 0:00,CoM,648.43,2217.72
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3672.78,kWh,4862.925789,6/13/2013 0:00,9/9/2013 0:00,CoM,1077.04,2595.74
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,12728.06,kWh,16849.66325,6/14/2013 0:00,9/10/2013 0:00,CoM,3734.95,8993.11
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,10335.85,kWh,13643.322,9/11/2013 0:00,12/10/2013 0:00,CoM,2269.74,8066.11
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,178.03,kWh,234.9996,9/11/2013 0:00,12/10/2013 0:00,CoM,40.37,137.66
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,213.74,kWh,282.9533348,6/14/2013 0:00,9/10/2013 0:00,CoM,64.41,149.33
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8132.32,kWh,10778.03477,6/7/2013 0:00,9/4/2013 0:00,CoM,2372.89,5759.43
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8043.09,kWh,10616.8788,9/5/2013 0:00,12/4/2013 0:00,CoM,2192.83,5850.26
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2610.49,kWh,3445.8468,9/10/2013 0:00,12/9/2013 0:00,CoM,2610.49,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3252.34,kWh,4306.244333,6/13/2013 0:00,9/9/2013 0:00,CoM,3252.34,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9286.84,kWh,12258.6288,9/10/2013 0:00,12/9/2013 0:00,CoM,2123.29,7163.55
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,11504.72,kWh,15232.76635,6/13/2013 0:00,9/9/2013 0:00,CoM,3410.52,8094.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,37.56,kWh,49.63041818,6/25/2013 0:00,9/20/2013 0:00,CoM,37.56,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,41.96,kWh,55.3872,9/21/2013 0:00,12/19/2013 0:00,CoM,41.96,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,11902.2,kWh,15710.904,9/5/2013 0:00,12/4/2013 0:00,CoM,3577.65,8324.55
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,12131.29,kWh,16078.00301,6/7/2013 0:00,9/4/2013 0:00,CoM,3665.66,8465.63
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7275.05,kWh,9603.066,9/10/2013 0:00,12/9/2013 0:00,CoM,2000,5275.05
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,11162.29,kWh,14779.37364,6/13/2013 0:00,9/9/2013 0:00,CoM,4063.56,7098.73
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,28274.1,kWh,37436.17915,6/13/2013 0:00,9/9/2013 0:00,CoM,8314.54,19959.56
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,23088.13,kWh,30476.3316,9/10/2013 0:00,12/9/2013 0:00,CoM,5177.87,17910.26
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6417.54,kWh,8495.669245,6/14/2013 0:00,9/10/2013 0:00,CoM,6417.54,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4932.86,kWh,6511.3752,9/11/2013 0:00,12/10/2013 0:00,CoM,4932.86,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4082.15,kWh,5388.438,9/10/2013 0:00,12/9/2013 0:00,CoM,4082.15,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3750.42,kWh,4965.724638,6/13/2013 0:00,9/9/2013 0:00,CoM,3750.42,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,841,kWh,1110.12,9/6/2013 0:00,12/5/2013 0:00,CoM,228,613
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1480,kWh,1961.164444,6/8/2013 0:00,9/5/2013 0:00,CoM,470,1010
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1392.48,kWh,1838.0736,7/24/2013 0:00,8/21/2013 0:00,CoM,523.16,869.32
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,355.08,kWh,468.7056,11/22/2013 0:00,12/18/2013 0:00,CoM,76.16,278.92
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,424.8,kWh,560.736,10/23/2013 0:00,11/21/2013 0:00,CoM,101.56,323.24
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,498.96,kWh,658.6272,9/20/2013 0:00,10/22/2013 0:00,CoM,128.12,370.84
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,459.88,kWh,607.0416,8/22/2013 0:00,9/19/2013 0:00,CoM,142.88,317
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,565.56,kWh,749.17848,6/24/2013 0:00,7/23/2013 0:00,CoM,202.92,362.64
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4030,kWh,5319.6,10/3/2013 0:00,11/6/2013 0:00,CoM,4030,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3470,kWh,4580.4,11/7/2013 0:00,12/3/2013 0:00,CoM,3470,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,22.71,kWh,29.9772,11/5/2013 0:00,12/4/2013 0:00,CoM,22.71,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,10/4/2013 0:00,11/4/2013 0:00,CoM,0,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,15.84,kWh,20.9088,11/5/2013 0:00,12/4/2013 0:00,CoM,15.84,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,16.9,kWh,22.308,10/4/2013 0:00,11/4/2013 0:00,CoM,16.9,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,11/7/2013 0:00,12/3/2013 0:00,CoM,0,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,10/3/2013 0:00,11/6/2013 0:00,CoM,0,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,601.87,kWh,796.9029303,6/13/2013 0:00,9/9/2013 0:00,CoM,601.87,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,368.81,kWh,486.8292,9/10/2013 0:00,12/9/2013 0:00,CoM,368.81,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,107.18,kWh,142.0492267,6/7/2013 0:00,9/4/2013 0:00,CoM,52.25,54.93
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,54.26,kWh,71.6232,9/5/2013 0:00,12/4/2013 0:00,CoM,24.22,30.04
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2466.42,kWh,3298.42568,6/5/2013 0:00,7/4/2013 0:00,CoM,793.32,1673.1
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1450.86,kWh,1915.1352,11/5/2013 0:00,12/4/2013 0:00,CoM,289.01,1161.85
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2316.58,kWh,3057.8856,9/5/2013 0:00,10/3/2013 0:00,CoM,661.65,1654.93
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2521.75,kWh,3328.71,7/5/2013 0:00,8/5/2013 0:00,CoM,731.91,1789.84
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2488.57,kWh,3284.9124,8/6/2013 0:00,9/4/2013 0:00,CoM,733.71,1754.86
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1753.26,kWh,2314.3032,10/4/2013 0:00,11/4/2013 0:00,CoM,362.03,1391.23
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6140,kWh,8104.8,7/10/2013 0:00,10/4/2013 0:00,CoM,6140,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6777,kWh,9067.920652,4/9/2013 0:00,7/9/2013 0:00,CoM,6777,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8750,kWh,11707.88043,4/9/2013 0:00,7/9/2013 0:00,CoM,8750,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7266,kWh,9591.12,7/10/2013 0:00,10/4/2013 0:00,CoM,7266,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1307,kWh,1725.24,7/10/2013 0:00,10/4/2013 0:00,CoM,1307,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1450,kWh,1940.163043,4/9/2013 0:00,7/9/2013 0:00,CoM,1450,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,396.62,kWh,523.5384,7/10/2013 0:00,10/7/2013 0:00,CoM,396.62,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,429,kWh,574.0206522,4/9/2013 0:00,7/9/2013 0:00,CoM,429,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,717,kWh,959.3771739,4/9/2013 0:00,7/9/2013 0:00,CoM,291,426
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,140,kWh,184.8,7/10/2013 0:00,10/4/2013 0:00,CoM,60,80
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,350.83,kWh,463.0956,9/12/2013 0:00,12/10/2013 0:00,CoM,350.83,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,343.68,kWh,454.8933034,6/15/2013 0:00,9/11/2013 0:00,CoM,343.68,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,406.7,kWh,536.844,8/13/2013 0:00,11/8/2013 0:00,CoM,110.88,295.82
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,494.26,kWh,657.5854711,5/15/2013 0:00,8/12/2013 0:00,CoM,157.9,336.36
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3206.46,kWh,4232.5272,10/30/2013 0:00,11/28/2013 0:00,CoM,3206.46,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3452.77,kWh,4557.6564,9/28/2013 0:00,10/29/2013 0:00,CoM,3452.77,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3462.51,kWh,4570.5132,7/30/2013 0:00,8/29/2013 0:00,CoM,3462.51,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3294.53,kWh,4348.7796,11/29/2013 0:00,12/30/2013 0:00,CoM,3294.53,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3420.62,kWh,4515.2184,8/30/2013 0:00,9/27/2013 0:00,CoM,3420.62,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4153.3,kWh,5492.424606,6/27/2013 0:00,7/29/2013 0:00,CoM,4153.3,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3867.73,kWh,5105.4036,7/25/2013 0:00,10/21/2013 0:00,CoM,1050.28,2817.45
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,4511.51,kWh,6021.626424,4/25/2013 0:00,7/24/2013 0:00,CoM,1392.69,3118.82
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,67.42,kWh,88.9944,9/10/2013 0:00,12/9/2013 0:00,CoM,67.42,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,59.41,kWh,78.61690353,6/17/2013 0:00,9/9/2013 0:00,CoM,59.41,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1258.86,kWh,1661.6952,8/2/2013 0:00,10/29/2013 0:00,CoM,591.43,667.43
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1169.8,kWh,1559.213422,5/4/2013 0:00,8/1/2013 0:00,CoM,551.46,618.34
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1532,kWh,2022.24,9/3/2013 0:00,11/29/2013 0:00,CoM,1532,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,14493,kWh,19212.18135,6/6/2013 0:00,9/2/2013 0:00,CoM,14493,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6558.57,kWh,8657.3124,8/8/2013 0:00,11/4/2013 0:00,CoM,2385.29,4173.28
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6857.86,kWh,9131.621582,5/10/2013 0:00,8/7/2013 0:00,CoM,2535.28,4322.58
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,9881.01,kWh,13154.91798,5/11/2013 0:00,8/8/2013 0:00,CoM,3755.59,6125.42
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,8612.5,kWh,11368.5,8/9/2013 0:00,11/6/2013 0:00,CoM,3130.51,5481.99
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1541.08,kWh,2039.766562,6/15/2013 0:00,9/11/2013 0:00,CoM,1541.08,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1254.09,kWh,1655.3988,9/12/2013 0:00,12/11/2013 0:00,CoM,1254.09,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3,kWh,3.96,7/2/2013 0:00,9/30/2013 0:00,CoM,3,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,10,kWh,13.39784946,3/31/2013 0:00,7/1/2013 0:00,CoM,10,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,2227.45,kWh,2979.338122,4/13/2013 0:00,7/11/2013 0:00,CoM,691.96,1535.49
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,2068.73,kWh,2730.7236,7/12/2013 0:00,10/9/2013 0:00,CoM,597.87,1470.86
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1623.16,kWh,2164.213333,5/2/2013 0:00,7/30/2013 0:00,CoM,675.89,947.27
