Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/28/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Darling Square,Green Power,Electricity,0,kWh,0,2/12/2014 0:00,2/28/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Darling Square,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Darling Square,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Darling Square,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Darling Square,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,2/26/2014 0:00,2/28/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Green Power,Electricity,0,kWh,0,4/9/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Green Power,Electricity,0.023240376,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Green Power,Electricity,0.000199808,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Green Power,Electricity,0.000193362,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Green Power,Electricity,4.51179E-05,kWh,0,10/1/2013 0:00,10/7/2013 0:00,CoM,,
Park Services including Waterways,Street Reserve - Newton Street,Green Power,Electricity,0,kWh,0,9/12/2013 0:00,9/12/2013 0:00,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens North,Green Power,Electricity,0,kWh,0,4/3/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens North,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens North,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens South,Green Power,Electricity,0,kWh,0,4/2/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens South,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens South,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Fawkner Park Central,Green Power,Electricity,0,kWh,0,4/17/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Fawkner Park Central,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Fawkner Park Central,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Green Power,Electricity,0,kWh,0,4/2/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ievers Reserve,Green Power,Electricity,0,kWh,0,4/10/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ievers Reserve,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ievers Reserve,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Kings Domain North,Green Power,Electricity,0,kWh,0,6/21/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park North,Green Power,Electricity,0,kWh,0,4/10/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park North,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park North,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park South,Green Power,Electricity,0,kWh,0,4/8/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park South,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Princes Park South,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ryder Oval Royal Park,Green Power,Electricity,0,kWh,0,4/11/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ryder Oval Royal Park,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Toilets - Ryder Oval Royal Park,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Park Services including Waterways,Irrigation Controller - Lansdowne Street,Green Power,Electricity,0,kWh,0,4/2/2014 0:00,4/30/2014 0:00,CoM,,
Park Services including Waterways,Irrigation Controller - Lansdowne Street,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Park Services including Waterways,Irrigation Controller - Lansdowne Street,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Property Services,Administration - 602 Little Bourke Street Storage,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Administration - 602 Little Bourke Street Storage,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Administration - 602 Little Bourke Street Storage,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Administration - 602 Little Bourke Street Storage,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Administration - 602 Little Bourke Street Storage,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Administration - Council House 1,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Administration - Council House 1,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Administration - Council House 1,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Administration - Council House 1,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Administration - Council House 1,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Administration - Council House 2,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Administration - Council House 2,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Administration - Council House 2,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Administration - Council House 2,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Administration - Council House 2,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,6/26/2013 0:00,7/26/2013 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,7/27/2013 0:00,8/26/2013 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,8/27/2013 0:00,9/24/2013 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,9/25/2013 0:00,10/24/2013 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,10/25/2013 0:00,11/25/2013 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,11/26/2013 0:00,12/23/2013 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,12/24/2013 0:00,1/24/2014 0:00,CoM,,
Property Services,Administration - Green Street Storage,Green Power,Electricity,0,kWh,0,1/25/2014 0:00,2/24/2014 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,6/3/2013 0:00,7/16/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,7/17/2013 0:00,8/15/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,8/16/2013 0:00,9/18/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,9/19/2013 0:00,10/18/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,10/19/2013 0:00,11/18/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,11/19/2013 0:00,12/11/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,12/12/2013 0:00,1/16/2014 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,1/17/2014 0:00,2/14/2014 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,5/16/2013 0:00,8/13/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,8/14/2013 0:00,11/11/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,11/12/2013 0:00,2/12/2014 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Administration - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,12/1/2013 0:00,12/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Property Services,Lease - 225 Bourke St - City Village,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,12/1/2013 0:00,12/31/2013 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Property Services,Lease - 225 Bourke St - Ground Floor,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Property Services,Dove Cote - Batman Park,Green Power,Electricity,0,kWh,0,5/8/2013 0:00,8/5/2013 0:00,CoM,,
Property Services,Dove Cote - Batman Park,Green Power,Electricity,0,kWh,0,8/6/2013 0:00,10/30/2013 0:00,CoM,,
Property Services,Dove Cote - Batman Park,Green Power,Electricity,0,kWh,0,10/31/2013 0:00,2/3/2014 0:00,CoM,,
Property Services,Lease - 53 Victoria St - Drill Hall,Green Power,Electricity,0,kWh,0,6/15/2013 0:00,8/19/2013 0:00,CoM,,
Property Services,Lease - 53 Victoria St - Drill Hall,Green Power,Electricity,0,kWh,0,8/20/2013 0:00,9/18/2013 0:00,CoM,,
Property Services,Lease - 53 Victoria St - Drill Hall,Green Power,Electricity,0,kWh,0,9/19/2013 0:00,10/18/2013 0:00,CoM,,
Property Services,Lease - 53 Victoria St - Drill Hall,Green Power,Electricity,0,kWh,0,10/19/2013 0:00,11/19/2013 0:00,CoM,,
Property Services,Lease - 53 Victoria St - Drill Hall,Green Power,Electricity,0,kWh,0,11/20/2013 0:00,12/17/2013 0:00,CoM,,
Property Services,Lease - 53 Victoria St - Drill Hall,Green Power,Electricity,0,kWh,0,12/18/2013 0:00,1/17/2014 0:00,CoM,,
Property Services,Lease - 53 Victoria St - Drill Hall,Green Power,Electricity,0,kWh,0,1/18/2014 0:00,2/18/2014 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,12/1/2013 0:00,12/31/2013 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Property Services,Lease - Campbell Arcade,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Property Services,Lease - Car Park City Square,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Lease - Car Park City Square,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Lease - Car Park City Square,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Lease - Car Park City Square,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Lease - Car Park City Square,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Lease - Car Park Elgin Street,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Property Services,Lease - Car Park Elgin Street,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Lease - Car Park Elgin Street,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Lease - Car Park Elgin Street,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Lease - Car Park Elgin Street,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Lease - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,8/31/2013 0:00,CoM,,
Property Services,Lease - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Property Services,Lease - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Property Services,Lease - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Property Services,Lease - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,12/1/2013 0:00,12/31/2013 0:00,CoM,,
Property Services,Lease - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Property Services,Lease - Melbourne Town Hall,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Property Services,Lease - Spencer Street Subway,Green Power,Electricity,0,kWh,0,5/15/2013 0:00,8/9/2013 0:00,CoM,,
Property Services,Lease - Spencer Street Subway,Green Power,Electricity,0,kWh,0,8/10/2013 0:00,11/7/2013 0:00,CoM,,
Property Services,Lease - Spencer Street Subway,Green Power,Electricity,0,kWh,0,11/8/2013 0:00,2/5/2014 0:00,CoM,,
Property Services,Mens' Shed - Federation Square,Green Power,Electricity,0,kWh,0,5/7/2013 0:00,8/2/2013 0:00,CoM,,
Property Services,Mens' Shed - Federation Square,Green Power,Electricity,0,kWh,0,8/3/2013 0:00,10/30/2013 0:00,CoM,,
Property Services,Mens' Shed - Federation Square,Green Power,Electricity,0,kWh,0,10/31/2013 0:00,2/3/2014 0:00,CoM,,
Property Services,Pumping Station - Stubbs Street,Green Power,Electricity,0,kWh,0,6/19/2013 0:00,9/14/2013 0:00,CoM,,
Property Services,Pumping Station - Stubbs Street,Green Power,Electricity,0,kWh,0,9/15/2013 0:00,12/14/2013 0:00,CoM,,
Property Services,Toilets - Alexandra Park,Green Power,Electricity,0,kWh,0,6/17/2013 0:00,9/9/2013 0:00,CoM,,
Property Services,Toilets - Alexandra Park,Green Power,Electricity,0,kWh,0,9/10/2013 0:00,12/9/2013 0:00,CoM,,
Property Services,Toilets - Argyle Place,Green Power,Electricity,0,kWh,0,6/29/2013 0:00,9/26/2013 0:00,CoM,,
